pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,color,n
JFK Airport,Brooklyn Heights,18,-73.7781391,40.6413111,-73.9932872,40.6960105,yellow,210
JFK Airport,Chinatown,18,-73.7781391,40.6413111,-73.9970307,40.7157509,yellow,210
JFK Airport,Clinton East,8,-73.7781391,40.6413111,-73.9918181,40.7637581,yellow,210
JFK Airport,Cobble Hill,18,-73.7781391,40.6413111,-73.9962255,40.686536,yellow,210
JFK Airport,East Harlem North,16,-73.7781391,40.6413111,-73.9464769,40.8115504,yellow,210
JFK Airport,Far Rockaway,20,-73.7781391,40.6413111,-73.7448437,40.5998931,yellow,210
JFK Airport,Flatbush/Ditmas Park,22,-73.7781391,40.6413111,-73.9624327,40.6409217,yellow,210
JFK Airport,Flatiron,6,-73.7781391,40.6413111,-73.9896986,40.7410605,yellow,210
JFK Airport,Glen Oaks,20,-73.7781391,40.6413111,-73.7118223,40.7471504,yellow,210
JFK Airport,Hamilton Heights,20,-73.7781391,40.6413111,-73.9496079,40.8259597,yellow,210
JFK Airport,Hamilton Heights,22,-73.7781391,40.6413111,-73.9496079,40.8259597,yellow,210
JFK Airport,Jackson Heights,22,-73.7781391,40.6413111,-73.8830701,40.7556818,yellow,210
JFK Airport,Kew Gardens,6,-73.7781391,40.6413111,-73.8272029,40.705695,yellow,210
JFK Airport,Kips Bay,12,-73.7781391,40.6413111,-73.9800645,40.7423292,yellow,210
JFK Airport,Lenox Hill East,8,-73.7781391,40.6413111,-73.9602312,40.7662315,yellow,210
JFK Airport,Long Island City/Hunters Point,0,-73.7781391,40.6413111,-73.95639,40.74128,yellow,210
JFK Airport,Rego Park,20,-73.7781391,40.6413111,-73.8624893,40.7255722,yellow,210
JFK Airport,Rosedale,16,-73.7781391,40.6413111,-73.7389596,40.6584068,yellow,210
JFK Airport,South Jamaica,16,-73.7781391,40.6413111,-73.7919103,40.6808594,yellow,210
JFK Airport,Steinway,14,-73.7781391,40.6413111,-73.9124667,40.7669996,yellow,210
JFK Airport,Sunnyside,20,-73.7781391,40.6413111,-73.9196324,40.7432759,yellow,210
JFK Airport,Williamsburg (South Side),12,-73.7781391,40.6413111,-73.9517335,40.7079936,yellow,210
Kips Bay,Alphabet City,0,-73.9800645,40.7423292,-73.9785952,40.7260601,yellow,210
Kips Bay,Battery Park City,20,-73.9800645,40.7423292,-74.0160576,40.7122172,yellow,210
Kips Bay,Chinatown,12,-73.9800645,40.7423292,-73.9970307,40.7157509,yellow,210
Kips Bay,East Chelsea,2,-73.9800645,40.7423292,-74.0013737,40.7465004,yellow,210
Kips Bay,Financial District North,14,-73.9800645,40.7423292,-74.0112764,40.7074909,yellow,210
Kips Bay,Financial District North,20,-73.9800645,40.7423292,-74.0112764,40.7074909,yellow,210
Kips Bay,Long Island City/Hunters Point,22,-73.9800645,40.7423292,-73.95639,40.74128,yellow,210
Kips Bay,Lower East Side,12,-73.9800645,40.7423292,-73.9842724,40.715033,yellow,210
Kips Bay,Seaport,20,-73.9800645,40.7423292,-74.006884,40.711197,yellow,210
Kips Bay,Yorkville East,8,-73.9800645,40.7423292,-73.9492079,40.7762231,yellow,210
LaGuardia Airport,Central Park,18,-73.8739659,40.7769271,-73.9741874,40.7711329,yellow,210
LaGuardia Airport,Garment District,10,-73.8739659,40.7769271,-73.9916342,40.7547072,yellow,210
LaGuardia Airport,Garment District,22,-73.8739659,40.7769271,-73.9916342,40.7547072,yellow,210
LaGuardia Airport,Midtown North,18,-73.8739659,40.7769271,-73.9840195,40.7549309,yellow,210
LaGuardia Airport,Murray Hill,12,-73.8739659,40.7769271,-73.9756567,40.7478792,yellow,210
Lenox Hill East,Battery Park,8,-73.9602312,40.7662315,-74.0170279,40.7032775,yellow,210
Lenox Hill East,Central Park,4,-73.9602312,40.7662315,-73.9741874,40.7711329,yellow,210
Lenox Hill East,Hudson Sq,12,-73.9602312,40.7662315,-74.0074731,40.7265834,yellow,210
Lenox Hill East,Long Island City/Hunters Point,22,-73.9602312,40.7662315,-73.95639,40.74128,yellow,210
Lenox Hill East,Meatpacking/West Village West,12,-73.9602312,40.7662315,-74.0085128,40.7406973,yellow,210
Lenox Hill East,Midtown North,22,-73.9602312,40.7662315,-73.9840195,40.7549309,yellow,210
Lenox Hill East,Morningside Heights,8,-73.9602312,40.7662315,-73.9624327,40.8089564,yellow,210
Lenox Hill East,Randalls Island,0,-73.9602312,40.7662315,-73.9271644,40.7891291,yellow,210
Lenox Hill East,SoHo,14,-73.9602312,40.7662315,-74.0029883,40.723301,yellow,210
Lenox Hill East,Stuy Town/Peter Cooper Village,14,-73.9602312,40.7662315,-73.9778494,40.7316903,yellow,210
Lenox Hill East,Sunnyside,22,-73.9602312,40.7662315,-73.9196324,40.7432759,yellow,210
Lincoln Square East,Breezy Point/Fort Tilden/Riis Beach,18,-73.9844722,40.773828,-74.0059413,40.7127837,yellow,210
Lincoln Square East,Breezy Point/Fort Tilden/Riis Beach,20,-73.9844722,40.773828,-74.0059413,40.7127837,yellow,210
Lincoln Square East,Clinton East,4,-73.9844722,40.773828,-73.9918181,40.7637581,yellow,210
Lincoln Square East,Greenwich Village North,0,-73.9844722,40.773828,-74.0027418,40.7335719,yellow,210
Lincoln Square East,Hudson Sq,20,-73.9844722,40.773828,-74.0074731,40.7265834,yellow,210
Lincoln Square East,Inwood,20,-73.9844722,40.773828,-73.9212019,40.8677145,yellow,210
Lincoln Square East,Little Italy/NoLiTa,14,-73.9844722,40.773828,-73.9954909,40.7228971,yellow,210
Lincoln Square East,World Trade Center,22,-73.9844722,40.773828,-74.0131196,40.7118011,yellow,210
Little Italy/NoLiTa,Crown Heights North,20,-73.9954909,40.7228971,-73.9447994,40.6681032,yellow,210
Little Italy/NoLiTa,East Elmhurst,10,-73.9954909,40.7228971,-73.8713099,40.7737505,yellow,210
Little Italy/NoLiTa,JFK Airport,16,-73.9954909,40.7228971,-73.7781391,40.6413111,yellow,210
Little Italy/NoLiTa,Midtown Center,2,-73.9954909,40.7228971,-73.9784137,40.7553676,yellow,210
Little Italy/NoLiTa,Penn Station/Madison Sq West,6,-73.9954909,40.7228971,-73.9880662,40.7433858,yellow,210
Little Italy/NoLiTa,South Williamsburg,10,-73.9954909,40.7228971,-73.9570696,40.7081156,yellow,210
Little Italy/NoLiTa,West Chelsea/Hudson Yards,10,-73.9954909,40.7228971,-74.0107647,40.7293087,yellow,210
Little Italy/NoLiTa,Yorkville East,4,-73.9954909,40.7228971,-73.9492079,40.7762231,yellow,210
Long Island City/Hunters Point,Long Island City/Hunters Point,10,-73.95639,40.74128,-73.95639,40.74128,yellow,210
Lower East Side,Lower East Side,4,-73.9842724,40.715033,-73.9842724,40.715033,yellow,210
Lower East Side,Penn Station/Madison Sq West,20,-73.9842724,40.715033,-73.9880662,40.7433858,yellow,210
Lower East Side,Stuyvesant Heights,12,-73.9842724,40.715033,-73.9880663,40.7299553,yellow,210
Manhattanville,Bloomingdale,12,-73.9558333,40.8169443,-73.9697795,40.7988958,yellow,210
Meatpacking/West Village West,Flatiron,4,-74.0085128,40.7406973,-73.9896986,40.7410605,yellow,210
Meatpacking/West Village West,JFK Airport,14,-74.0085128,40.7406973,-73.7781391,40.6413111,yellow,210
Meatpacking/West Village West,Murray Hill,10,-74.0085128,40.7406973,-73.9756567,40.7478792,yellow,210
Meatpacking/West Village West,South Williamsburg,20,-74.0085128,40.7406973,-73.9570696,40.7081156,yellow,210
Meatpacking/West Village West,Union Sq,4,-74.0085128,40.7406973,-73.9910835,40.7358633,yellow,210
Meatpacking/West Village West,Upper West Side North,14,-74.0085128,40.7406973,-73.9753676,40.7870106,yellow,210
Midtown Center,Brooklyn Heights,22,-73.9784137,40.7553676,-73.9932872,40.6960105,yellow,210
Midtown Center,Cobble Hill,20,-73.9784137,40.7553676,-73.9962255,40.686536,yellow,210
Midtown Center,Lincoln Square East,2,-73.9784137,40.7553676,-73.9844722,40.773828,yellow,210
Midtown Center,Lower East Side,12,-73.9784137,40.7553676,-73.9842724,40.715033,yellow,210
Midtown Center,Midtown East,2,-73.9784137,40.7553676,-73.9668408,40.7540369,yellow,210
Midtown Center,Newark Airport,8,-73.9784137,40.7553676,-74.1744624,40.6895314,yellow,210
Midtown Center,Stuy Town/Peter Cooper Village,12,-73.9784137,40.7553676,-73.9778494,40.7316903,yellow,210
Midtown East,Alphabet City,18,-73.9668408,40.7540369,-73.9785952,40.7260601,yellow,210
Midtown East,Battery Park,14,-73.9668408,40.7540369,-74.0170279,40.7032775,yellow,210
Midtown East,Battery Park City,10,-73.9668408,40.7540369,-74.0160576,40.7122172,yellow,210
Midtown East,Battery Park City,20,-73.9668408,40.7540369,-74.0160576,40.7122172,yellow,210
Midtown East,Bloomingdale,10,-73.9668408,40.7540369,-73.9697795,40.7988958,yellow,210
Midtown East,Clinton East,6,-73.9668408,40.7540369,-73.9918181,40.7637581,yellow,210
Midtown East,Cobble Hill,20,-73.9668408,40.7540369,-73.9962255,40.686536,yellow,210
Midtown East,East Village,14,-73.9668408,40.7540369,-73.9815337,40.7264773,yellow,210
Midtown East,Greenwich Village North,10,-73.9668408,40.7540369,-74.0027418,40.7335719,yellow,210
Midtown East,Long Island City/Hunters Point,18,-73.9668408,40.7540369,-73.95639,40.74128,yellow,210
Midtown East,Midtown Center,2,-73.9668408,40.7540369,-73.9784137,40.7553676,yellow,210
Midtown East,Randalls Island,0,-73.9668408,40.7540369,-73.9271644,40.7891291,yellow,210
Midtown East,Sunnyside,22,-73.9668408,40.7540369,-73.9196324,40.7432759,yellow,210
Midtown East,World Trade Center,10,-73.9668408,40.7540369,-74.0131196,40.7118011,yellow,210
Midtown North,Chinatown,20,-73.9840195,40.7549309,-73.9970307,40.7157509,yellow,210
Midtown North,Midtown East,2,-73.9840195,40.7549309,-73.9668408,40.7540369,yellow,210
Midtown North,Midtown North,2,-73.9840195,40.7549309,-73.9840195,40.7549309,yellow,210
Midtown North,Morningside Heights,20,-73.9840195,40.7549309,-73.9624327,40.8089564,yellow,210
Midtown North,SoHo,0,-73.9840195,40.7549309,-74.0029883,40.723301,yellow,210
Midtown North,Steinway,0,-73.9840195,40.7549309,-73.9124667,40.7669996,yellow,210
Midtown North,Stuyvesant Heights,2,-73.9840195,40.7549309,-73.9880663,40.7299553,yellow,210
Midtown North,Stuyvesant Heights,12,-73.9840195,40.7549309,-73.9880663,40.7299553,yellow,210
Midtown North,Sunnyside,0,-73.9840195,40.7549309,-73.9196324,40.7432759,yellow,210
Midtown North,Sutton Place/Turtle Bay North,10,-73.9840195,40.7549309,-73.9601669,40.7580204,yellow,210
Midtown North,West Village,10,-73.9840195,40.7549309,-74.0035709,40.735781,yellow,210
Murray Hill,Chinatown,16,-73.9756567,40.7478792,-73.9970307,40.7157509,yellow,210
Murray Hill,East Village,10,-73.9756567,40.7478792,-73.9815337,40.7264773,yellow,210
Murray Hill,Hudson Sq,14,-73.9756567,40.7478792,-74.0074731,40.7265834,yellow,210
Murray Hill,Lower East Side,10,-73.9756567,40.7478792,-73.9842724,40.715033,yellow,210
Murray Hill,Seaport,22,-73.9756567,40.7478792,-74.006884,40.711197,yellow,210
Murray Hill,Upper East Side North,2,-73.9756567,40.7478792,-73.9565551,40.7735649,yellow,210
Murray Hill,West Village,0,-73.9756567,40.7478792,-74.0035709,40.735781,yellow,210
Murray Hill,West Village,10,-73.9756567,40.7478792,-74.0035709,40.735781,yellow,210
Murray Hill,West Village,14,-73.9756567,40.7478792,-74.0035709,40.735781,yellow,210
Penn Station/Madison Sq West,Astoria,20,-73.9880662,40.7433858,-73.9234619,40.7643574,yellow,210
Penn Station/Madison Sq West,Battery Park,22,-73.9880662,40.7433858,-74.0170279,40.7032775,yellow,210
Penn Station/Madison Sq West,Battery Park City,0,-73.9880662,40.7433858,-74.0160576,40.7122172,yellow,210
Penn Station/Madison Sq West,Battery Park City,8,-73.9880662,40.7433858,-74.0160576,40.7122172,yellow,210
Penn Station/Madison Sq West,Bushwick North,22,-73.9880662,40.7433858,-73.9212858,40.6944282,yellow,210
Penn Station/Madison Sq West,Central Harlem,8,-73.9880662,40.7433858,-73.9538699,40.7988378,yellow,210
Penn Station/Madison Sq West,Morningside Heights,0,-73.9880662,40.7433858,-73.9624327,40.8089564,yellow,210
Penn Station/Madison Sq West,Prospect Heights,0,-73.9880662,40.7433858,-73.9668408,40.6774196,yellow,210
Penn Station/Madison Sq West,Seaport,10,-73.9880662,40.7433858,-74.006884,40.711197,yellow,210
Penn Station/Madison Sq West,South Williamsburg,18,-73.9880662,40.7433858,-73.9570696,40.7081156,yellow,210
Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,2,-73.9880662,40.7433858,-73.9778494,40.7316903,yellow,210
Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,14,-73.9880662,40.7433858,-73.9778494,40.7316903,yellow,210
Randalls Island,Upper East Side North,6,-73.9271644,40.7891291,-73.9565551,40.7735649,yellow,210
Roosevelt Island,Union Sq,18,-73.9499426,40.7621302,-73.9910835,40.7358633,yellow,210
Roosevelt Island,Upper West Side North,20,-73.9499426,40.7621302,-73.9753676,40.7870106,yellow,210
Seaport,Battery Park,12,-74.006884,40.711197,-74.0170279,40.7032775,yellow,210
Seaport,Battery Park,14,-74.006884,40.711197,-74.0170279,40.7032775,yellow,210
Seaport,East Chelsea,12,-74.006884,40.711197,-74.0013737,40.7465004,yellow,210
Seaport,East Elmhurst,6,-74.006884,40.711197,-73.8713099,40.7737505,yellow,210
Seaport,Hudson Sq,20,-74.006884,40.711197,-74.0074731,40.7265834,yellow,210
Seaport,JFK Airport,14,-74.006884,40.711197,-73.7781391,40.6413111,yellow,210
Seaport,Kips Bay,22,-74.006884,40.711197,-73.9800645,40.7423292,yellow,210
Seaport,Midtown East,16,-74.006884,40.711197,-73.9668408,40.7540369,yellow,210
Seaport,West Village,18,-74.006884,40.711197,-74.0035709,40.735781,yellow,210
SoHo,Battery Park,22,-74.0029883,40.723301,-74.0170279,40.7032775,yellow,210
SoHo,Chinatown,2,-74.0029883,40.723301,-73.9970307,40.7157509,yellow,210
SoHo,Crown Heights North,0,-74.0029883,40.723301,-73.9447994,40.6681032,yellow,210
SoHo,Kips Bay,10,-74.0029883,40.723301,-73.9800645,40.7423292,yellow,210
SoHo,Lower East Side,10,-74.0029883,40.723301,-73.9842724,40.715033,yellow,210
SoHo,Penn Station/Madison Sq West,6,-74.0029883,40.723301,-73.9880662,40.7433858,yellow,210
SoHo,West Chelsea/Hudson Yards,8,-74.0029883,40.723301,-74.0107647,40.7293087,yellow,210
SoHo,Williamsburg (South Side),20,-74.0029883,40.723301,-73.9517335,40.7079936,yellow,210
South Williamsburg,East Williamsburg,2,-73.9570696,40.7081156,-73.9330429,40.7158762,yellow,210
South Williamsburg,South Williamsburg,14,-73.9570696,40.7081156,-73.9570696,40.7081156,yellow,210
Stuy Town/Peter Cooper Village,East Village,2,-73.9778494,40.7316903,-73.9815337,40.7264773,yellow,210
Stuy Town/Peter Cooper Village,Gramercy,0,-73.9778494,40.7316903,-73.9818443,40.7376407,yellow,210
Stuy Town/Peter Cooper Village,Lenox Hill East,14,-73.9778494,40.7316903,-73.9602312,40.7662315,yellow,210
Stuy Town/Peter Cooper Village,Lenox Hill East,18,-73.9778494,40.7316903,-73.9602312,40.7662315,yellow,210
Stuy Town/Peter Cooper Village,Lower East Side,22,-73.9778494,40.7316903,-73.9842724,40.715033,yellow,210
Stuy Town/Peter Cooper Village,Midtown East,14,-73.9778494,40.7316903,-73.9668408,40.7540369,yellow,210
Stuy Town/Peter Cooper Village,Penn Station/Madison Sq West,20,-73.9778494,40.7316903,-73.9880662,40.7433858,yellow,210
Stuyvesant Heights,Clinton East,16,-73.9880663,40.7299553,-73.9918181,40.7637581,yellow,210
Stuyvesant Heights,Downtown Brooklyn/MetroTech,22,-73.9880663,40.7299553,-73.9861433,40.6942409,yellow,210
Stuyvesant Heights,East Elmhurst,10,-73.9880663,40.7299553,-73.8713099,40.7737505,yellow,210
Stuyvesant Heights,Hamilton Heights,0,-73.9880663,40.7299553,-73.9496079,40.8259597,yellow,210
Stuyvesant Heights,Seaport,16,-73.9880663,40.7299553,-74.006884,40.711197,yellow,210
Stuyvesant Heights,Stuy Town/Peter Cooper Village,6,-73.9880663,40.7299553,-73.9778494,40.7316903,yellow,210
Stuyvesant Heights,Stuyvesant Heights,4,-73.9880663,40.7299553,-73.9880663,40.7299553,yellow,210
Sunnyside,Midtown Center,6,-73.9196324,40.7432759,-73.9784137,40.7553676,yellow,210
Sunnyside,Midtown East,6,-73.9196324,40.7432759,-73.9668408,40.7540369,yellow,210
Sutton Place/Turtle Bay North,East Chelsea,18,-73.9601669,40.7580204,-74.0013737,40.7465004,yellow,210
Sutton Place/Turtle Bay North,East Elmhurst,4,-73.9601669,40.7580204,-73.8713099,40.7737505,yellow,210
Sutton Place/Turtle Bay North,East Elmhurst,12,-73.9601669,40.7580204,-73.8713099,40.7737505,yellow,210
Sutton Place/Turtle Bay North,Garment District,4,-73.9601669,40.7580204,-73.9916342,40.7547072,yellow,210
Sutton Place/Turtle Bay North,Gramercy,8,-73.9601669,40.7580204,-73.9818443,40.7376407,yellow,210
Sutton Place/Turtle Bay North,Gramercy,14,-73.9601669,40.7580204,-73.9818443,40.7376407,yellow,210
Sutton Place/Turtle Bay North,Gramercy,22,-73.9601669,40.7580204,-73.9818443,40.7376407,yellow,210
Sutton Place/Turtle Bay North,JFK Airport,6,-73.9601669,40.7580204,-73.7781391,40.6413111,yellow,210
Sutton Place/Turtle Bay North,JFK Airport,16,-73.9601669,40.7580204,-73.7781391,40.6413111,yellow,210
Sutton Place/Turtle Bay North,Lincoln Square East,0,-73.9601669,40.7580204,-73.9844722,40.773828,yellow,210
Sutton Place/Turtle Bay North,Little Italy/NoLiTa,18,-73.9601669,40.7580204,-73.9954909,40.7228971,yellow,210
Sutton Place/Turtle Bay North,Stuy Town/Peter Cooper Village,20,-73.9601669,40.7580204,-73.9778494,40.7316903,yellow,210
Times Sq/Theatre District,Astoria,18,-73.9841274,40.7592686,-73.9234619,40.7643574,yellow,210
Times Sq/Theatre District,Battery Park,0,-73.9841274,40.7592686,-74.0170279,40.7032775,yellow,210
Times Sq/Theatre District,Breezy Point/Fort Tilden/Riis Beach,10,-73.9841274,40.7592686,-74.0059413,40.7127837,yellow,210
Times Sq/Theatre District,JFK Airport,2,-73.9841274,40.7592686,-73.7781391,40.6413111,yellow,210
Times Sq/Theatre District,JFK Airport,20,-73.9841274,40.7592686,-73.7781391,40.6413111,yellow,210
Times Sq/Theatre District,Saint Michaels Cemetery/Woodside,2,-73.9841274,40.7592686,-73.9036487,40.7512123,yellow,210
Times Sq/Theatre District,Stuy Town/Peter Cooper Village,2,-73.9841274,40.7592686,-73.9778494,40.7316903,yellow,210
Times Sq/Theatre District,Yorkville East,6,-73.9841274,40.7592686,-73.9492079,40.7762231,yellow,210
UN/Turtle Bay South,Central Park,22,-73.9694292,40.7507161,-73.9741874,40.7711329,yellow,210
UN/Turtle Bay South,East Chelsea,16,-73.9694292,40.7507161,-74.0013737,40.7465004,yellow,210
UN/Turtle Bay South,East Chelsea,22,-73.9694292,40.7507161,-74.0013737,40.7465004,yellow,210
UN/Turtle Bay South,Gramercy,8,-73.9694292,40.7507161,-73.9818443,40.7376407,yellow,210
UN/Turtle Bay South,Little Italy/NoLiTa,14,-73.9694292,40.7507161,-73.9954909,40.7228971,yellow,210
Union Sq,Battery Park City,8,-73.9910835,40.7358633,-74.0160576,40.7122172,yellow,210
Union Sq,Battery Park City,10,-73.9910835,40.7358633,-74.0160576,40.7122172,yellow,210
Union Sq,Brooklyn Heights,20,-73.9910835,40.7358633,-73.9932872,40.6960105,yellow,210
Union Sq,Cobble Hill,22,-73.9910835,40.7358633,-73.9962255,40.686536,yellow,210
Union Sq,East Chelsea,2,-73.9910835,40.7358633,-74.0013737,40.7465004,yellow,210
Union Sq,East Elmhurst,4,-73.9910835,40.7358633,-73.8713099,40.7737505,yellow,210
Union Sq,East Elmhurst,8,-73.9910835,40.7358633,-73.8713099,40.7737505,yellow,210
Union Sq,East Harlem North,22,-73.9910835,40.7358633,-73.9464769,40.8115504,yellow,210
Union Sq,Greenwich Village North,2,-73.9910835,40.7358633,-74.0027418,40.7335719,yellow,210
Union Sq,JFK Airport,4,-73.9910835,40.7358633,-73.7781391,40.6413111,yellow,210
Union Sq,JFK Airport,10,-73.9910835,40.7358633,-73.7781391,40.6413111,yellow,210
Union Sq,Long Island City/Hunters Point,20,-73.9910835,40.7358633,-73.95639,40.74128,yellow,210
Union Sq,Park Slope,20,-73.9910835,40.7358633,-73.9805817,40.6681038,yellow,210
Union Sq,Steinway,22,-73.9910835,40.7358633,-73.9124667,40.7669996,yellow,210
Union Sq,Stuy Town/Peter Cooper Village,6,-73.9910835,40.7358633,-73.9778494,40.7316903,yellow,210
Union Sq,Sutton Place/Turtle Bay North,18,-73.9910835,40.7358633,-73.9601669,40.7580204,yellow,210
Union Sq,Times Sq/Theatre District,2,-73.9910835,40.7358633,-73.9841274,40.7592686,yellow,210
Union Sq,West Chelsea/Hudson Yards,20,-73.9910835,40.7358633,-74.0107647,40.7293087,yellow,210
Upper East Side North,East Village,16,-73.9565551,40.7735649,-73.9815337,40.7264773,yellow,210
Upper East Side North,Gramercy,6,-73.9565551,40.7735649,-73.9818443,40.7376407,yellow,210
Upper East Side North,Hamilton Heights,0,-73.9565551,40.7735649,-73.9496079,40.8259597,yellow,210
Upper East Side North,Hamilton Heights,18,-73.9565551,40.7735649,-73.9496079,40.8259597,yellow,210
Upper East Side North,Sunnyside,20,-73.9565551,40.7735649,-73.9196324,40.7432759,yellow,210
Upper West Side North,Gramercy,20,-73.9753676,40.7870106,-73.9818443,40.7376407,yellow,210
Upper West Side North,Greenwich Village North,20,-73.9753676,40.7870106,-74.0027418,40.7335719,yellow,210
Upper West Side North,Kips Bay,18,-73.9753676,40.7870106,-73.9800645,40.7423292,yellow,210
Upper West Side North,Manhattanville,14,-73.9753676,40.7870106,-73.9558333,40.8169443,yellow,210
Upper West Side North,Midtown North,22,-73.9753676,40.7870106,-73.9840195,40.7549309,yellow,210
Upper West Side North,Union Sq,8,-73.9753676,40.7870106,-73.9910835,40.7358633,yellow,210
Washington Heights North,Hamilton Heights,0,-73.9393554,40.8417082,-73.9496079,40.8259597,yellow,210
West Chelsea/Hudson Yards,East Chelsea,12,-74.0107647,40.7293087,-74.0013737,40.7465004,yellow,210
West Chelsea/Hudson Yards,Garment District,12,-74.0107647,40.7293087,-73.9916342,40.7547072,yellow,210
West Chelsea/Hudson Yards,Times Sq/Theatre District,6,-74.0107647,40.7293087,-73.9841274,40.7592686,yellow,210
West Village,Breezy Point/Fort Tilden/Riis Beach,18,-74.0035709,40.735781,-74.0059413,40.7127837,yellow,210
West Village,Chinatown,18,-74.0035709,40.735781,-73.9970307,40.7157509,yellow,210
West Village,Lincoln Square East,16,-74.0035709,40.735781,-73.9844722,40.773828,yellow,210
West Village,Meatpacking/West Village West,6,-74.0035709,40.735781,-74.0085128,40.7406973,yellow,210
West Village,West Village,6,-74.0035709,40.735781,-74.0035709,40.735781,yellow,210
West Village,World Trade Center,22,-74.0035709,40.735781,-74.0131196,40.7118011,yellow,210
Williamsburg (South Side),Greenpoint,2,-73.9517335,40.7079936,-73.9418603,40.7245448,yellow,210
Williamsburg (South Side),Williamsburg (South Side),4,-73.9517335,40.7079936,-73.9517335,40.7079936,yellow,210
World Trade Center,Battery Park,16,-74.0131196,40.7118011,-74.0170279,40.7032775,yellow,210
World Trade Center,Battery Park City,18,-74.0131196,40.7118011,-74.0160576,40.7122172,yellow,210
World Trade Center,Breezy Point/Fort Tilden/Riis Beach,18,-74.0131196,40.7118011,-74.0059413,40.7127837,yellow,210
World Trade Center,Financial District North,22,-74.0131196,40.7118011,-74.0112764,40.7074909,yellow,210
World Trade Center,Lower East Side,14,-74.0131196,40.7118011,-73.9842724,40.715033,yellow,210
World Trade Center,Murray Hill,16,-74.0131196,40.7118011,-73.9756567,40.7478792,yellow,210
World Trade Center,Stuyvesant Heights,14,-74.0131196,40.7118011,-73.9880663,40.7299553,yellow,210
Yorkville East,East Chelsea,14,-73.9492079,40.7762231,-74.0013737,40.7465004,yellow,210
Yorkville East,Greenwich Village North,22,-73.9492079,40.7762231,-74.0027418,40.7335719,yellow,210
Yorkville East,Little Italy/NoLiTa,12,-73.9492079,40.7762231,-73.9954909,40.7228971,yellow,210
Yorkville East,Meatpacking/West Village West,10,-73.9492079,40.7762231,-74.0085128,40.7406973,yellow,210
Yorkville East,Stuy Town/Peter Cooper Village,16,-73.9492079,40.7762231,-73.9778494,40.7316903,yellow,210
Yorkville East,World Trade Center,10,-73.9492079,40.7762231,-74.0131196,40.7118011,yellow,210
Battery Park,Battery Park City,12,-74.0170279,40.7032775,-74.0160576,40.7122172,yellow,200
Battery Park,Greenwich Village North,12,-74.0170279,40.7032775,-74.0027418,40.7335719,yellow,200
Battery Park,Midtown Center,12,-74.0170279,40.7032775,-73.9784137,40.7553676,yellow,200
Battery Park,Midtown North,18,-74.0170279,40.7032775,-73.9840195,40.7549309,yellow,200
Battery Park,Seaport,12,-74.0170279,40.7032775,-74.006884,40.711197,yellow,200
Battery Park City,Battery Park City,18,-74.0160576,40.7122172,-74.0160576,40.7122172,yellow,200
Battery Park City,Central Park,8,-74.0160576,40.7122172,-73.9741874,40.7711329,yellow,200
Battery Park City,Central Park,12,-74.0160576,40.7122172,-73.9741874,40.7711329,yellow,200
Battery Park City,Chinatown,8,-74.0160576,40.7122172,-73.9970307,40.7157509,yellow,200
Battery Park City,Chinatown,10,-74.0160576,40.7122172,-73.9970307,40.7157509,yellow,200
Battery Park City,Clinton East,14,-74.0160576,40.7122172,-73.9918181,40.7637581,yellow,200
Battery Park City,Clinton East,16,-74.0160576,40.7122172,-73.9918181,40.7637581,yellow,200
Battery Park City,Lower East Side,18,-74.0160576,40.7122172,-73.9842724,40.715033,yellow,200
Battery Park City,Meatpacking/West Village West,22,-74.0160576,40.7122172,-74.0085128,40.7406973,yellow,200
Battery Park City,Murray Hill,6,-74.0160576,40.7122172,-73.9756567,40.7478792,yellow,200
Battery Park City,Seaport,6,-74.0160576,40.7122172,-74.006884,40.711197,yellow,200
Battery Park City,UN/Turtle Bay South,6,-74.0160576,40.7122172,-73.9694292,40.7507161,yellow,200
Battery Park City,Union Sq,20,-74.0160576,40.7122172,-73.9910835,40.7358633,yellow,200
Bloomingdale,Midtown East,16,-73.9697795,40.7988958,-73.9668408,40.7540369,yellow,200
Bloomingdale,Penn Station/Madison Sq West,10,-73.9697795,40.7988958,-73.9880662,40.7433858,yellow,200
Bloomingdale,Times Sq/Theatre District,4,-73.9697795,40.7988958,-73.9841274,40.7592686,yellow,200
Boerum Hill,Cobble Hill,18,-73.9844722,40.6848689,-73.9962255,40.686536,yellow,200
Boerum Hill,Cobble Hill,20,-73.9844722,40.6848689,-73.9962255,40.686536,yellow,200
Breezy Point/Fort Tilden/Riis Beach,Clinton East,18,-74.0059413,40.7127837,-73.9918181,40.7637581,yellow,200
Breezy Point/Fort Tilden/Riis Beach,East Village,0,-74.0059413,40.7127837,-73.9815337,40.7264773,yellow,200
Breezy Point/Fort Tilden/Riis Beach,Financial District North,6,-74.0059413,40.7127837,-74.0112764,40.7074909,yellow,200
Breezy Point/Fort Tilden/Riis Beach,Midtown East,8,-74.0059413,40.7127837,-73.9668408,40.7540369,yellow,200
Breezy Point/Fort Tilden/Riis Beach,Midtown North,14,-74.0059413,40.7127837,-73.9840195,40.7549309,yellow,200
