pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,n
Williamsburg (North Side),Williamsburg (South Side),14,-73.9634429,40.7190424,-73.9517335,40.7079936,317
Briarwood/Jamaica Hills,Briarwood/Jamaica Hills,20,-73.8273848,40.7126936,-73.8273848,40.7126936,318
Fort Greene,Boerum Hill,18,-73.9741874,40.6920638,-73.9844722,40.6848689,318
Hamilton Heights,Manhattanville,8,-73.9496079,40.8259597,-73.9558333,40.8169443,318
Morningside Heights,Manhattanville,12,-73.9624327,40.8089564,-73.9558333,40.8169443,318
Yorkville East,Central Harlem,14,-73.9492079,40.7762231,-73.9538699,40.7988378,318
Boerum Hill,Fort Greene,22,-73.9844722,40.6848689,-73.9741874,40.6920638,319
Clinton Hill,Clinton Hill,16,-73.9639021,40.6893665,-73.9639021,40.6893665,319
Clinton Hill,Stuyvesant Heights,22,-73.9639021,40.6893665,-73.9330981,40.6882279,319
Cobble Hill,Cobble Hill,20,-73.9962255,40.686536,-73.9962255,40.686536,319
Little Italy/NoLiTa,Cobble Hill,18,-73.9904233,40.7065737,-73.9962255,40.686536,319
Rego Park,Corona,14,-73.8624893,40.7255722,-73.8642613,40.7449859,319
Morningside Heights,Yorkville East,16,-73.9624327,40.8089564,-73.9492079,40.7762231,320
Rego Park,North Corona,16,-73.8624893,40.7255722,-73.8624893,40.7502698,320
South Williamsburg,Williamsburg (North Side),0,-73.9701967,40.7085692,-73.9634429,40.7190424,320
Steinway,East Elmhurst,8,-73.9124667,40.7669996,-73.8713099,40.7737505,320
Williamsburg (North Side),Bushwick North,20,-73.9634429,40.7190424,-73.9212858,40.6944282,320
Woodside,Sunnyside,16,-73.9036487,40.7512123,-73.9196324,40.7432759,320
Yorkville East,Central Harlem,12,-73.9492079,40.7762231,-73.9538699,40.7988378,320
Central Harlem,Hamilton Heights,8,-73.9538699,40.7988378,-73.9496079,40.8259597,321
Corona,Corona,18,-73.8642613,40.7449859,-73.8642613,40.7449859,321
Elmhurst,Jackson Heights,14,-73.8801301,40.737975,-73.8830701,40.7556818,321
Elmhurst/Maspeth,Elmhurst/Maspeth,2,-73.8932385,40.7395973,-73.8932385,40.7395973,321
Rego Park,North Corona,20,-73.8624893,40.7255722,-73.8624893,40.7502698,321
Williamsburg (North Side),Marine Park/Floyd Bennett Field,2,-73.9634429,40.7190424,-73.9441579,40.6781784,321
Woodside,Old Astoria,20,-73.9036487,40.7512123,-73.892939,40.7328166,321
Elmhurst/Maspeth,Woodside,12,-73.8932385,40.7395973,-73.9036487,40.7512123,322
Jackson Heights,Jackson Heights,10,-73.8830701,40.7556818,-73.8830701,40.7556818,322
Marine Park/Floyd Bennett Field,Prospect Heights,20,-73.9441579,40.6781784,-73.9668408,40.6774196,322
Morningside Heights,Morningside Heights,20,-73.9624327,40.8089564,-73.9624327,40.8089564,322
Randalls Island,East Harlem North,20,-73.9271644,40.7891291,-73.9464769,40.8115504,322
Williamsburg (South Side),Long Island City/Hunters Point,0,-73.9517335,40.7079936,-73.95639,40.74128,322
Woodside,Elmhurst/Maspeth,22,-73.9036487,40.7512123,-73.8932385,40.7395973,322
Clinton Hill,Prospect Heights,20,-73.9639021,40.6893665,-73.9668408,40.6774196,323
Cobble Hill,Prospect Heights,22,-73.9962255,40.686536,-73.9668408,40.6774196,323
East Harlem North,Washington Heights North,8,-73.9464769,40.8115504,-73.9393554,40.8417082,323
Fort Greene,Prospect Heights,16,-73.9741874,40.6920638,-73.9668408,40.6774196,323
Jackson Heights,Elmhurst/Maspeth,10,-73.8830701,40.7556818,-73.8932385,40.7395973,323
Long Island City/Hunters Point,Long Island City/Hunters Point,14,-73.95639,40.74128,-73.95639,40.74128,323
Prospect Heights,Prospect Heights,14,-73.9668408,40.6774196,-73.9668408,40.6774196,323
Washington Heights North,Hamilton Heights,10,-73.9393554,40.8417082,-73.9496079,40.8259597,323
Williamsburg (North Side),South Williamsburg,16,-73.9634429,40.7190424,-73.9701967,40.7085692,323
Central Harlem,Lincoln Square East,20,-73.9538699,40.7988378,-73.9844722,40.773828,324
Elmhurst/Maspeth,Old Astoria,22,-73.8932385,40.7395973,-73.892939,40.7328166,324
Park Slope,Prospect Heights,10,-73.9805817,40.6681038,-73.9668408,40.6774196,324
Washington Heights North,Hamilton Heights,12,-73.9393554,40.8417082,-73.9496079,40.8259597,324
Woodside,Jackson Heights,0,-73.9036487,40.7512123,-73.8830701,40.7556818,324
Cobble Hill,Park Slope,20,-73.9962255,40.686536,-73.9805817,40.6681038,325
Hamilton Heights,Central Harlem,8,-73.9496079,40.8259597,-73.9538699,40.7988378,325
Jackson Heights,Corona,16,-73.8830701,40.7556818,-73.8642613,40.7449859,325
Jackson Heights,Woodside,18,-73.8830701,40.7556818,-73.9036487,40.7512123,325
Morningside Heights,Central Harlem,10,-73.9624327,40.8089564,-73.9538699,40.7988378,325
Park Slope,Boerum Hill,8,-73.9805817,40.6681038,-73.9844722,40.6848689,325
Washington Heights North,East Harlem North,16,-73.9393554,40.8417082,-73.9464769,40.8115504,325
Cobble Hill,Brooklyn Heights,18,-73.9962255,40.686536,-73.9932872,40.6960105,326
Cobble Hill,Carroll Gardens,16,-73.9962255,40.686536,-73.9991637,40.6795331,326
Rego Park,Jackson Heights,18,-73.8624893,40.7255722,-73.8830701,40.7556818,326
South Williamsburg,Williamsburg (South Side),0,-73.9701967,40.7085692,-73.9517335,40.7079936,326
Randalls Island,East Harlem North,16,-73.9271644,40.7891291,-73.9464769,40.8115504,327
Boerum Hill,Marine Park/Floyd Bennett Field,16,-73.9844722,40.6848689,-73.9441579,40.6781784,328
Central Harlem,Central Park,14,-73.9538699,40.7988378,-73.9741874,40.7711329,328
Jackson Heights,Woodside,16,-73.8830701,40.7556818,-73.9036487,40.7512123,328
Jamaica,South Jamaica,18,-73.7889689,40.702677,-73.7919103,40.6808594,328
Marine Park/Floyd Bennett Field,Stuyvesant Heights,0,-73.9441579,40.6781784,-73.9330981,40.6882279,328
Morningside Heights,Lincoln Square East,12,-73.9624327,40.8089564,-73.9844722,40.773828,328
Cobble Hill,Brooklyn Heights,16,-73.9962255,40.686536,-73.9932872,40.6960105,329
Rego Park,North Corona,18,-73.8624893,40.7255722,-73.8624893,40.7502698,329
Woodside,Steinway,22,-73.9036487,40.7512123,-73.9124667,40.7669996,329
Yorkville East,East Harlem North,8,-73.9492079,40.7762231,-73.9464769,40.8115504,329
Jackson Heights,Jackson Heights,8,-73.8830701,40.7556818,-73.8830701,40.7556818,330
Long Island City/Hunters Point,Long Island City/Hunters Point,12,-73.95639,40.74128,-73.95639,40.74128,330
Fort Greene,Stuyvesant Heights,22,-73.9741874,40.6920638,-73.9330981,40.6882279,331
Hamilton Heights,Central Harlem,16,-73.9496079,40.8259597,-73.9538699,40.7988378,331
Prospect Heights,Clinton Hill,18,-73.9668408,40.6774196,-73.9639021,40.6893665,331
Williamsburg (North Side),Lower East Side,0,-73.9634429,40.7190424,-73.9842724,40.715033,331
Bushwick North,Bushwick North,0,-73.9212858,40.6944282,-73.9212858,40.6944282,332
Fort Greene,Fort Greene,20,-73.9741874,40.6920638,-73.9741874,40.6920638,332
Washington Heights North,Highbridge Park,12,-73.9393554,40.8417082,-73.9332427,40.8433959,332
Yorkville East,Central Harlem,10,-73.9492079,40.7762231,-73.9538699,40.7988378,332
Cobble Hill,Boerum Hill,14,-73.9962255,40.686536,-73.9844722,40.6848689,333
Park Slope,Prospect Heights,8,-73.9805817,40.6681038,-73.9668408,40.6774196,334
Randalls Island,Yorkville East,20,-73.9271644,40.7891291,-73.9492079,40.7762231,334
Astoria,Woodside,10,-73.9234619,40.7643574,-73.9036487,40.7512123,335
Boerum Hill,Boerum Hill,12,-73.9844722,40.6848689,-73.9844722,40.6848689,335
Elmhurst,Elmhurst/Maspeth,14,-73.8801301,40.737975,-73.8932385,40.7395973,335
Forest Hills,Rego Park,12,-73.8448469,40.718106,-73.8624893,40.7255722,335
Hamilton Heights,Washington Heights North,22,-73.9496079,40.8259597,-73.9393554,40.8417082,335
Jackson Heights,Woodside,14,-73.8830701,40.7556818,-73.9036487,40.7512123,335
Williamsburg (North Side),Clinton Hill,20,-73.9634429,40.7190424,-73.9639021,40.6893665,335
Boerum Hill,Prospect Heights,0,-73.9844722,40.6848689,-73.9668408,40.6774196,336
Briarwood/Jamaica Hills,Kew Gardens,22,-73.8273848,40.7126936,-73.8272029,40.705695,336
Central Harlem,Central Park,10,-73.9538699,40.7988378,-73.9741874,40.7711329,336
Rego Park,Rego Park,14,-73.8624893,40.7255722,-73.8624893,40.7255722,336
Clinton Hill,Clinton Hill,20,-73.9639021,40.6893665,-73.9639021,40.6893665,337
East Harlem North,Randalls Island,10,-73.9464769,40.8115504,-73.9271644,40.7891291,337
Boerum Hill,Clinton Hill,14,-73.9844722,40.6848689,-73.9639021,40.6893665,338
Boerum Hill,Downtown Brooklyn/MetroTech,20,-73.9844722,40.6848689,-73.9861433,40.6942409,338
Central Harlem,Bloomingdale,6,-73.9538699,40.7988378,-73.9697795,40.7988958,338
Jamaica,Jamaica,16,-73.7889689,40.702677,-73.7889689,40.702677,338
Central Harlem,Central Park,16,-73.9538699,40.7988378,-73.9741874,40.7711329,339
East Harlem North,Mott Haven/Port Morris,18,-73.9464769,40.8115504,-73.9218949,40.7992799,339
Fort Greene,Prospect Heights,22,-73.9741874,40.6920638,-73.9668408,40.6774196,339
Jackson Heights,Elmhurst/Maspeth,14,-73.8830701,40.7556818,-73.8932385,40.7395973,339
Jackson Heights,Elmhurst/Maspeth,18,-73.8830701,40.7556818,-73.8932385,40.7395973,339
Manhattanville,Morningside Heights,10,-73.9558333,40.8169443,-73.9624327,40.8089564,339
Clinton Hill,Prospect Heights,18,-73.9639021,40.6893665,-73.9668408,40.6774196,340
Downtown Brooklyn/MetroTech,Boerum Hill,16,-73.9861433,40.6942409,-73.9844722,40.6848689,340
Hamilton Heights,Washington Heights North,12,-73.9496079,40.8259597,-73.9393554,40.8417082,340
Manhattanville,East Harlem North,22,-73.9558333,40.8169443,-73.9464769,40.8115504,340
Park Slope,Boerum Hill,14,-73.9805817,40.6681038,-73.9844722,40.6848689,340
Prospect Heights,Park Slope,22,-73.9668408,40.6774196,-73.9805817,40.6681038,340
Clinton Hill,Clinton Hill,22,-73.9639021,40.6893665,-73.9639021,40.6893665,341
Morningside Heights,Hamilton Heights,22,-73.9624327,40.8089564,-73.9496079,40.8259597,341
Prospect Heights,Prospect Heights,0,-73.9668408,40.6774196,-73.9668408,40.6774196,341
Williamsburg (South Side),East Williamsburg,2,-73.9517335,40.7079936,-73.9330429,40.7158762,341
Downtown Brooklyn/MetroTech,Fort Greene,22,-73.9861433,40.6942409,-73.9741874,40.6920638,342
Fort Greene,Marine Park/Floyd Bennett Field,16,-73.9741874,40.6920638,-73.9441579,40.6781784,342
Jackson Heights,Elmhurst/Maspeth,4,-73.8830701,40.7556818,-73.8932385,40.7395973,342
Bushwick North,Bushwick North,2,-73.9212858,40.6944282,-73.9212858,40.6944282,343
Hamilton Heights,Central Harlem,18,-73.9496079,40.8259597,-73.9538699,40.7988378,343
Randalls Island,Yorkville East,12,-73.9271644,40.7891291,-73.9492079,40.7762231,343
Clinton Hill,Boerum Hill,8,-73.9639021,40.6893665,-73.9844722,40.6848689,344
Clinton Hill,Marine Park/Floyd Bennett Field,22,-73.9639021,40.6893665,-73.9441579,40.6781784,344
Fort Greene,Boerum Hill,8,-73.9741874,40.6920638,-73.9844722,40.6848689,344
Jackson Heights,Elmhurst/Maspeth,2,-73.8830701,40.7556818,-73.8932385,40.7395973,344
Prospect Heights,Boerum Hill,18,-73.9668408,40.6774196,-73.9844722,40.6848689,344
East Harlem North,Washington Heights North,12,-73.9464769,40.8115504,-73.9393554,40.8417082,345
Prospect Heights,Marine Park/Floyd Bennett Field,18,-73.9668408,40.6774196,-73.9441579,40.6781784,345
Steinway,Astoria,6,-73.9124667,40.7669996,-73.9234619,40.7643574,345
Williamsburg (North Side),Prospect Heights,0,-73.9634429,40.7190424,-73.9668408,40.6774196,345
Woodside,Elmhurst/Maspeth,16,-73.9036487,40.7512123,-73.8932385,40.7395973,345
East Harlem North,Yorkville East,6,-73.9464769,40.8115504,-73.9492079,40.7762231,346
Elmhurst,Elmhurst/Maspeth,20,-73.8801301,40.737975,-73.8932385,40.7395973,346
Washington Heights North,Washington Heights North,20,-73.9393554,40.8417082,-73.9393554,40.8417082,346
Woodside,Maspeth,16,-73.9036487,40.7512123,-73.9065883,40.7294018,346
Central Harlem,Morningside Heights,20,-73.9538699,40.7988378,-73.9624327,40.8089564,347
Elmhurst/Maspeth,Corona,18,-73.8932385,40.7395973,-73.8642613,40.7449859,348
Forest Hills,Forest Hills,10,-73.8448469,40.718106,-73.8448469,40.718106,349
Greenpoint,Williamsburg (South Side),22,-73.9418603,40.7245448,-73.9517335,40.7079936,349
Jackson Heights,Corona,20,-73.8830701,40.7556818,-73.8642613,40.7449859,349
Manhattanville,East Harlem North,6,-73.9558333,40.8169443,-73.9464769,40.8115504,349
Morningside Heights,East Harlem North,22,-73.9624327,40.8089564,-73.9464769,40.8115504,349
Elmhurst/Maspeth,Woodside,2,-73.8932385,40.7395973,-73.9036487,40.7512123,350
Marine Park/Floyd Bennett Field,Prospect Heights,18,-73.9441579,40.6781784,-73.9668408,40.6774196,350
Park Slope,Boerum Hill,20,-73.9805817,40.6681038,-73.9844722,40.6848689,351
Manhattanville,Hamilton Heights,20,-73.9558333,40.8169443,-73.9496079,40.8259597,352
Jackson Heights,North Corona,16,-73.8830701,40.7556818,-73.8624893,40.7502698,353
Randalls Island,East Harlem North,8,-73.9271644,40.7891291,-73.9464769,40.8115504,353
Steinway,Jackson Heights,16,-73.9124667,40.7669996,-73.8830701,40.7556818,353
Astoria,Jackson Heights,16,-73.9234619,40.7643574,-73.8830701,40.7556818,354
Elmhurst/Maspeth,Elmhurst/Maspeth,14,-73.8932385,40.7395973,-73.8932385,40.7395973,354
Fort Greene,Stuyvesant Heights,18,-73.9741874,40.6920638,-73.9330981,40.6882279,354
Fort Greene,Stuyvesant Heights,20,-73.9741874,40.6920638,-73.9330981,40.6882279,354
Jackson Heights,Corona,18,-73.8830701,40.7556818,-73.8642613,40.7449859,354
Woodside,Maspeth,22,-73.9036487,40.7512123,-73.9065883,40.7294018,354
Woodside,Woodside,14,-73.9036487,40.7512123,-73.9036487,40.7512123,355
Yorkville East,Upper East Side North,8,-73.9492079,40.7762231,-73.9565551,40.7735649,355
Astoria,Astoria,6,-73.9234619,40.7643574,-73.9234619,40.7643574,356
Boerum Hill,Downtown Brooklyn/MetroTech,18,-73.9844722,40.6848689,-73.9861433,40.6942409,356
Central Harlem,Manhattanville,16,-73.9538699,40.7988378,-73.9558333,40.8169443,356
Williamsburg (North Side),Lower East Side,22,-73.9634429,40.7190424,-73.9842724,40.715033,356
Brooklyn Heights,Carroll Gardens,16,-73.9932872,40.6960105,-73.9991637,40.6795331,357
Central Harlem,Midtown Center,8,-73.9538699,40.7988378,-73.9784137,40.7553676,357
Prospect Heights,Clinton Hill,20,-73.9668408,40.6774196,-73.9639021,40.6893665,357
Central Harlem,Central Park,8,-73.9538699,40.7988378,-73.9741874,40.7711329,358
Morningside Heights,Upper East Side North,16,-73.9624327,40.8089564,-73.9565551,40.7735649,358
Washington Heights North,Hamilton Heights,20,-73.9393554,40.8417082,-73.9496079,40.8259597,358
Jamaica,Jamaica,0,-73.7889689,40.702677,-73.7889689,40.702677,359
Steinway,Astoria Park,14,-73.9124667,40.7669996,-73.9215888,40.7796684,359
Boerum Hill,Stuyvesant Heights,20,-73.9844722,40.6848689,-73.9330981,40.6882279,360
Hamilton Heights,Washington Heights North,10,-73.9496079,40.8259597,-73.9393554,40.8417082,360
Williamsburg (South Side),Stuyvesant Heights,20,-73.9517335,40.7079936,-73.9330981,40.6882279,360
Elmhurst/Maspeth,North Corona,22,-73.8932385,40.7395973,-73.8624893,40.7502698,362
Williamsburg (North Side),Clinton Hill,2,-73.9634429,40.7190424,-73.9639021,40.6893665,362
Williamsburg (South Side),East Williamsburg,22,-73.9517335,40.7079936,-73.9330429,40.7158762,362
Briarwood/Jamaica Hills,Briarwood/Jamaica Hills,18,-73.8273848,40.7126936,-73.8273848,40.7126936,363
Briarwood/Jamaica Hills,Kew Gardens,20,-73.8273848,40.7126936,-73.8272029,40.705695,363
Cobble Hill,Carroll Gardens,18,-73.9962255,40.686536,-73.9991637,40.6795331,363
Elmhurst/Maspeth,East Elmhurst,10,-73.8932385,40.7395973,-73.8713099,40.7737505,363
Central Harlem,Hamilton Heights,10,-73.9538699,40.7988378,-73.9496079,40.8259597,364
Cobble Hill,Park Slope,18,-73.9962255,40.686536,-73.9805817,40.6681038,364
Downtown Brooklyn/MetroTech,Downtown Brooklyn/MetroTech,16,-73.9861433,40.6942409,-73.9861433,40.6942409,364
Forest Hills,Flushing Meadows-Corona Park,22,-73.8448469,40.718106,-73.8448469,40.7428054,364
Boerum Hill,Gowanus,18,-73.9844722,40.6848689,-73.9903489,40.6733364,365
Marine Park/Floyd Bennett Field,Stuyvesant Heights,14,-73.9441579,40.6781784,-73.9330981,40.6882279,365
Steinway,Jackson Heights,0,-73.9124667,40.7669996,-73.8830701,40.7556818,365
East Harlem North,Manhattanville,0,-73.9464769,40.8115504,-73.9558333,40.8169443,366
Fort Greene,Clinton Hill,14,-73.9741874,40.6920638,-73.9639021,40.6893665,366
Boerum Hill,Boerum Hill,14,-73.9844722,40.6848689,-73.9844722,40.6848689,368
Central Harlem,Manhattanville,18,-73.9538699,40.7988378,-73.9558333,40.8169443,368
Elmhurst,Elmhurst,14,-73.8801301,40.737975,-73.8801301,40.737975,368
Greenpoint,Williamsburg (North Side),8,-73.9418603,40.7245448,-73.9634429,40.7190424,368
Morningside Heights,Manhattanville,14,-73.9624327,40.8089564,-73.9558333,40.8169443,368
Astoria,Sunnyside,16,-73.9234619,40.7643574,-73.9196324,40.7432759,369
Astoria,Woodside,14,-73.9234619,40.7643574,-73.9036487,40.7512123,369
Brooklyn Heights,Cobble Hill,14,-73.9932872,40.6960105,-73.9962255,40.686536,369
Cobble Hill,Brooklyn Heights,8,-73.9962255,40.686536,-73.9932872,40.6960105,369
Elmhurst/Maspeth,Corona,20,-73.8932385,40.7395973,-73.8642613,40.7449859,369
Prospect Heights,Clinton Hill,22,-73.9668408,40.6774196,-73.9639021,40.6893665,369
Brooklyn Heights,Carroll Gardens,18,-73.9932872,40.6960105,-73.9991637,40.6795331,370
Central Harlem,Upper West Side North,22,-73.9538699,40.7988378,-73.9753676,40.7870106,370
Cobble Hill,Prospect Heights,18,-73.9962255,40.686536,-73.9668408,40.6774196,370
Greenpoint,Williamsburg (South Side),0,-73.9418603,40.7245448,-73.9517335,40.7079936,370
Downtown Brooklyn/MetroTech,Clinton Hill,20,-73.9861433,40.6942409,-73.9639021,40.6893665,371
Woodside,Woodside,22,-73.9036487,40.7512123,-73.9036487,40.7512123,371
Cobble Hill,Prospect Heights,20,-73.9962255,40.686536,-73.9668408,40.6774196,372
Elmhurst,Corona,20,-73.8801301,40.737975,-73.8642613,40.7449859,372
Yorkville East,Central Harlem,16,-73.9492079,40.7762231,-73.9538699,40.7988378,373
Morningside Heights,Lincoln Square East,20,-73.9624327,40.8089564,-73.9844722,40.773828,374
Woodside,Sunnyside,22,-73.9036487,40.7512123,-73.9196324,40.7432759,374
Elmhurst/Maspeth,Elmhurst,14,-73.8932385,40.7395973,-73.8801301,40.737975,375
Queensboro Hill,Astoria,20,-73.940358,40.7509287,-73.9234619,40.7643574,375
Fort Greene,Fort Greene,16,-73.9741874,40.6920638,-73.9741874,40.6920638,376
Morningside Heights,Central Harlem,12,-73.9624327,40.8089564,-73.9538699,40.7988378,376
Randalls Island,Yorkville East,14,-73.9271644,40.7891291,-73.9492079,40.7762231,376
Boerum Hill,Downtown Brooklyn/MetroTech,16,-73.9844722,40.6848689,-73.9861433,40.6942409,377
East Harlem North,Mott Haven/Port Morris,20,-73.9464769,40.8115504,-73.9218949,40.7992799,377
East Harlem North,Randalls Island,22,-73.9464769,40.8115504,-73.9271644,40.7891291,377
Elmhurst/Maspeth,North Corona,2,-73.8932385,40.7395973,-73.8624893,40.7502698,377
Queensboro Hill,Astoria,18,-73.940358,40.7509287,-73.9234619,40.7643574,377
Washington Heights North,Highbridge Park,14,-73.9393554,40.8417082,-73.9332427,40.8433959,377
Brooklyn Heights,Cobble Hill,20,-73.9932872,40.6960105,-73.9962255,40.686536,378
Elmhurst,Corona,16,-73.8801301,40.737975,-73.8642613,40.7449859,378
Forest Hills,Briarwood/Jamaica Hills,22,-73.8448469,40.718106,-73.8273848,40.7126936,378
Greenpoint,Williamsburg (North Side),22,-73.9418603,40.7245448,-73.9634429,40.7190424,378
Rego Park,Elmhurst,16,-73.8624893,40.7255722,-73.8801301,40.737975,378
Rego Park,Rego Park,20,-73.8624893,40.7255722,-73.8624893,40.7255722,378
East Harlem North,Randalls Island,12,-73.9464769,40.8115504,-73.9271644,40.7891291,379
Elmhurst,Jackson Heights,20,-73.8801301,40.737975,-73.8830701,40.7556818,379
Highbridge Park,Washington Heights North,8,-73.9332427,40.8433959,-73.9393554,40.8417082,379
Randalls Island,Yorkville East,10,-73.9271644,40.7891291,-73.9492079,40.7762231,379
Central Harlem,Lincoln Square East,8,-73.9538699,40.7988378,-73.9844722,40.773828,380
Downtown Brooklyn/MetroTech,Boerum Hill,18,-73.9861433,40.6942409,-73.9844722,40.6848689,380
Elmhurst,Elmhurst/Maspeth,16,-73.8801301,40.737975,-73.8932385,40.7395973,380
Williamsburg (South Side),Williamsburg (North Side),2,-73.9517335,40.7079936,-73.9634429,40.7190424,380
Long Island City/Hunters Point,Queensboro Hill,8,-73.95639,40.74128,-73.940358,40.7509287,381
Park Slope,Park Slope,10,-73.9805817,40.6681038,-73.9805817,40.6681038,381
Steinway,East Elmhurst,10,-73.9124667,40.7669996,-73.8713099,40.7737505,381
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,10,-73.9441579,40.6781784,-73.9441579,40.6781784,382
Park Slope,Prospect Heights,22,-73.9805817,40.6681038,-73.9668408,40.6774196,382
Astoria,Sunnyside,0,-73.9234619,40.7643574,-73.9196324,40.7432759,383
Boerum Hill,Prospect Heights,14,-73.9844722,40.6848689,-73.9668408,40.6774196,383
Morningside Heights,Hamilton Heights,20,-73.9624327,40.8089564,-73.9496079,40.8259597,383
Downtown Brooklyn/MetroTech,Clinton Hill,16,-73.9861433,40.6942409,-73.9639021,40.6893665,384
Hamilton Heights,East Harlem North,0,-73.9496079,40.8259597,-73.9464769,40.8115504,384
Elmhurst,Elmhurst/Maspeth,18,-73.8801301,40.737975,-73.8932385,40.7395973,385
Elmhurst/Maspeth,East Elmhurst,12,-73.8932385,40.7395973,-73.8713099,40.7737505,385
Jackson Heights,Corona,22,-73.8830701,40.7556818,-73.8642613,40.7449859,385
Randalls Island,East Harlem North,18,-73.9271644,40.7891291,-73.9464769,40.8115504,385
Forest Hills,Briarwood/Jamaica Hills,16,-73.8448469,40.718106,-73.8273848,40.7126936,386
Marine Park/Floyd Bennett Field,Clinton Hill,18,-73.9441579,40.6781784,-73.9639021,40.6893665,386
Park Slope,Park Slope,22,-73.9805817,40.6681038,-73.9805817,40.6681038,386
Prospect Heights,Marine Park/Floyd Bennett Field,0,-73.9668408,40.6774196,-73.9441579,40.6781784,386
Elmhurst,Corona,18,-73.8801301,40.737975,-73.8642613,40.7449859,387
Long Island City/Hunters Point,Greenpoint,22,-73.95639,40.74128,-73.9418603,40.7245448,387
Central Harlem,Central Harlem,2,-73.9538699,40.7988378,-73.9538699,40.7988378,388
Cobble Hill,Boerum Hill,20,-73.9962255,40.686536,-73.9844722,40.6848689,388
East Harlem North,Upper West Side North,22,-73.9464769,40.8115504,-73.9753676,40.7870106,388
Williamsburg (North Side),Marine Park/Floyd Bennett Field,22,-73.9634429,40.7190424,-73.9441579,40.6781784,388
East Harlem North,East Harlem North,4,-73.9464769,40.8115504,-73.9464769,40.8115504,389
Elmhurst,Jackson Heights,16,-73.8801301,40.737975,-73.8830701,40.7556818,389
Downtown Brooklyn/MetroTech,Downtown Brooklyn/MetroTech,18,-73.9861433,40.6942409,-73.9861433,40.6942409,390
Woodside,Jackson Heights,22,-73.9036487,40.7512123,-73.8830701,40.7556818,391
Williamsburg (South Side),Marine Park/Floyd Bennett Field,0,-73.9517335,40.7079936,-73.9441579,40.6781784,392
Astoria,Queensboro Hill,12,-73.9234619,40.7643574,-73.940358,40.7509287,393
Central Harlem,Lincoln Square East,12,-73.9538699,40.7988378,-73.9844722,40.773828,393
Jackson Heights,Corona,0,-73.8830701,40.7556818,-73.8642613,40.7449859,393
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,8,-73.9441579,40.6781784,-73.9441579,40.6781784,393
Morningside Heights,East Harlem North,8,-73.9624327,40.8089564,-73.9464769,40.8115504,393
Park Slope,Prospect Heights,14,-73.9805817,40.6681038,-73.9668408,40.6774196,393
Steinway,East Elmhurst,12,-73.9124667,40.7669996,-73.8713099,40.7737505,393
Steinway,East Elmhurst,18,-73.9124667,40.7669996,-73.8713099,40.7737505,393
Clinton Hill,Clinton Hill,18,-73.9639021,40.6893665,-73.9639021,40.6893665,394
Stuyvesant Heights,Stuyvesant Heights,16,-73.9330981,40.6882279,-73.9330981,40.6882279,394
Woodside,Steinway,18,-73.9036487,40.7512123,-73.9124667,40.7669996,394
Woodside,Maspeth,20,-73.9036487,40.7512123,-73.9065883,40.7294018,395
Central Harlem,Lenox Hill East,8,-73.9538699,40.7988378,-73.9602312,40.7662315,396
Central Harlem,Lenox Hill East,12,-73.9538699,40.7988378,-73.9602312,40.7662315,396
Central Harlem,Yorkville East,6,-73.9538699,40.7988378,-73.9492079,40.7762231,396
Jamaica,Jamaica,20,-73.7889689,40.702677,-73.7889689,40.702677,396
Steinway,East Elmhurst,14,-73.9124667,40.7669996,-73.8713099,40.7737505,396
Williamsburg (North Side),Greenpoint,14,-73.9634429,40.7190424,-73.9418603,40.7245448,396
Woodside,Astoria,16,-73.9036487,40.7512123,-73.9234619,40.7643574,396
Woodside,Jackson Heights,16,-73.9036487,40.7512123,-73.8830701,40.7556818,396
Astoria,Astoria Park,0,-73.9234619,40.7643574,-73.9215888,40.7796684,397
Hamilton Heights,Washington Heights North,14,-73.9496079,40.8259597,-73.9393554,40.8417082,397
Long Island City/Hunters Point,Long Island City/Hunters Point,20,-73.95639,40.74128,-73.95639,40.74128,397
Washington Heights North,Highbridge Park,18,-73.9393554,40.8417082,-73.9332427,40.8433959,397
Astoria,Steinway,4,-73.9234619,40.7643574,-73.9124667,40.7669996,398
Astoria,Woodside,0,-73.9234619,40.7643574,-73.9036487,40.7512123,398
Fort Greene,Marine Park/Floyd Bennett Field,22,-73.9741874,40.6920638,-73.9441579,40.6781784,399
Astoria,Astoria Park,14,-73.9234619,40.7643574,-73.9215888,40.7796684,400
Sunnyside,Sunnyside,18,-73.9196324,40.7432759,-73.9196324,40.7432759,400
Woodside,Steinway,20,-73.9036487,40.7512123,-73.9124667,40.7669996,400
Long Island City/Hunters Point,Williamsburg (North Side),22,-73.95639,40.74128,-73.9634429,40.7190424,401
Rego Park,Elmhurst,18,-73.8624893,40.7255722,-73.8801301,40.737975,401
Fort Greene,Fort Greene,18,-73.9741874,40.6920638,-73.9741874,40.6920638,402
Woodside,Elmhurst/Maspeth,18,-73.9036487,40.7512123,-73.8932385,40.7395973,402
Woodside,Elmhurst/Maspeth,20,-73.9036487,40.7512123,-73.8932385,40.7395973,402
Fort Greene,Marine Park/Floyd Bennett Field,18,-73.9741874,40.6920638,-73.9441579,40.6781784,403
