"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n","color"
"Stuy Town/Peter Cooper Village","Greenwich Village North",10,-73.9778494,40.7316903,-74.0027418,40.7335719,130,"yellow"
"Stuy Town/Peter Cooper Village","Lower East Side",14,-73.9778494,40.7316903,-73.9842724,40.715033,130,"yellow"
"Stuy Town/Peter Cooper Village","Meatpacking/West Village West",0,-73.9778494,40.7316903,-74.0085128,40.7406973,130,"yellow"
"Stuy Town/Peter Cooper Village","Meatpacking/West Village West",18,-73.9778494,40.7316903,-74.0085128,40.7406973,130,"yellow"
"Stuy Town/Peter Cooper Village","Seaport",6,-73.9778494,40.7316903,-74.006884,40.711197,130,"yellow"
"Stuy Town/Peter Cooper Village","SoHo",8,-73.9778494,40.7316903,-74.0029883,40.723301,130,"yellow"
"Stuy Town/Peter Cooper Village","Stuyvesant Heights",2,-73.9778494,40.7316903,-73.9880663,40.7299553,130,"yellow"
"Stuy Town/Peter Cooper Village","Times Sq/Theatre District",12,-73.9778494,40.7316903,-73.9841274,40.7592686,130,"yellow"
"Stuy Town/Peter Cooper Village","UN/Turtle Bay South",0,-73.9778494,40.7316903,-73.9694292,40.7507161,130,"yellow"
"Stuy Town/Peter Cooper Village","Union Sq",2,-73.9778494,40.7316903,-73.9910835,40.7358633,130,"yellow"
"Stuy Town/Peter Cooper Village","Upper East Side North",16,-73.9778494,40.7316903,-73.9565551,40.7735649,130,"yellow"
"Stuy Town/Peter Cooper Village","Yorkville East",12,-73.9778494,40.7316903,-73.9492079,40.7762231,130,"yellow"
"Stuyvesant Heights","Astoria Park",0,-73.9880663,40.7299553,-73.9215888,40.7796684,130,"yellow"
"Stuyvesant Heights","Battery Park",8,-73.9880663,40.7299553,-74.0170279,40.7032775,130,"yellow"
"Stuyvesant Heights","Boerum Hill",18,-73.9880663,40.7299553,-73.9844722,40.6848689,130,"yellow"
"Stuyvesant Heights","Central Harlem",6,-73.9880663,40.7299553,-73.9538699,40.7988378,130,"yellow"
"Stuyvesant Heights","Central Park",4,-73.9880663,40.7299553,-73.9741874,40.7711329,130,"yellow"
"Stuyvesant Heights","Chinatown",6,-73.9880663,40.7299553,-73.9970307,40.7157509,130,"yellow"
"Stuyvesant Heights","Cobble Hill",2,-73.9880663,40.7299553,-73.9962255,40.686536,130,"yellow"
"Stuyvesant Heights","East Harlem North",20,-73.9880663,40.7299553,-73.9464769,40.8115504,130,"yellow"
"Stuyvesant Heights","Flatiron",4,-73.9880663,40.7299553,-73.9896986,40.7410605,130,"yellow"
"Stuyvesant Heights","Lincoln Square East",4,-73.9880663,40.7299553,-73.9844722,40.773828,130,"yellow"
"Stuyvesant Heights","Newark Airport",6,-73.9880663,40.7299553,-74.1744624,40.6895314,130,"yellow"
"Stuyvesant Heights","Randalls Island",2,-73.9880663,40.7299553,-73.9271644,40.7891291,130,"yellow"
"Stuyvesant Heights","South Williamsburg",4,-73.9880663,40.7299553,-73.9570696,40.7081156,130,"yellow"
"Sunnyside","Saint Michaels Cemetery/Woodside",2,-73.9196324,40.7432759,-73.9036487,40.7512123,130,"yellow"
"Sunnyside","Sunnyside",16,-73.9196324,40.7432759,-73.9196324,40.7432759,130,"yellow"
"Sutton Place/Turtle Bay North","Battery Park",8,-73.9601669,40.7580204,-74.0170279,40.7032775,130,"yellow"
"Sutton Place/Turtle Bay North","Bloomingdale",14,-73.9601669,40.7580204,-73.9697795,40.7988958,130,"yellow"
"Sutton Place/Turtle Bay North","Bloomingdale",16,-73.9601669,40.7580204,-73.9697795,40.7988958,130,"yellow"
"Sutton Place/Turtle Bay North","Clinton East",8,-73.9601669,40.7580204,-73.9918181,40.7637581,130,"yellow"
"Sutton Place/Turtle Bay North","East Chelsea",12,-73.9601669,40.7580204,-74.0013737,40.7465004,130,"yellow"
"Sutton Place/Turtle Bay North","Garment District",2,-73.9601669,40.7580204,-73.9916342,40.7547072,130,"yellow"
"Sutton Place/Turtle Bay North","Kips Bay",0,-73.9601669,40.7580204,-73.9800645,40.7423292,130,"yellow"
"Sutton Place/Turtle Bay North","Lenox Hill East",2,-73.9601669,40.7580204,-73.9602312,40.7662315,130,"yellow"
"Sutton Place/Turtle Bay North","Little Italy/NoLiTa",16,-73.9601669,40.7580204,-73.9954909,40.7228971,130,"yellow"
"Sutton Place/Turtle Bay North","Midtown Center",4,-73.9601669,40.7580204,-73.9784137,40.7553676,130,"yellow"
"Sutton Place/Turtle Bay North","Murray Hill",2,-73.9601669,40.7580204,-73.9756567,40.7478792,130,"yellow"
"Sutton Place/Turtle Bay North","Penn Station/Madison Sq West",16,-73.9601669,40.7580204,-73.9880662,40.7433858,130,"yellow"
"Sutton Place/Turtle Bay North","Randalls Island",0,-73.9601669,40.7580204,-73.9271644,40.7891291,130,"yellow"
"Sutton Place/Turtle Bay North","SoHo",10,-73.9601669,40.7580204,-74.0029883,40.723301,130,"yellow"
"Sutton Place/Turtle Bay North","Steinway",20,-73.9601669,40.7580204,-73.9124667,40.7669996,130,"yellow"
"Sutton Place/Turtle Bay North","Stuy Town/Peter Cooper Village",8,-73.9601669,40.7580204,-73.9778494,40.7316903,130,"yellow"
"Sutton Place/Turtle Bay North","Stuy Town/Peter Cooper Village",16,-73.9601669,40.7580204,-73.9778494,40.7316903,130,"yellow"
"Sutton Place/Turtle Bay North","Sutton Place/Turtle Bay North",4,-73.9601669,40.7580204,-73.9601669,40.7580204,130,"yellow"
"Times Sq/Theatre District","Brooklyn Heights",0,-73.9841274,40.7592686,-73.9932872,40.6960105,130,"yellow"
"Times Sq/Theatre District","Bushwick North",4,-73.9841274,40.7592686,-73.9212858,40.6944282,130,"yellow"
"Times Sq/Theatre District","Crown Heights North",0,-73.9841274,40.7592686,-73.9447994,40.6681032,130,"yellow"
"Times Sq/Theatre District","East Harlem North",8,-73.9841274,40.7592686,-73.9464769,40.8115504,130,"yellow"
"Times Sq/Theatre District","East Village",14,-73.9841274,40.7592686,-73.9815337,40.7264773,130,"yellow"
"Times Sq/Theatre District","Gramercy",2,-73.9841274,40.7592686,-73.9818443,40.7376407,130,"yellow"
"Times Sq/Theatre District","Greenpoint",20,-73.9841274,40.7592686,-73.9418603,40.7245448,130,"yellow"
"Times Sq/Theatre District","Manhattan Valley",18,-73.9841274,40.7592686,-73.9903227,40.706586,130,"yellow"
"Times Sq/Theatre District","Park Slope",20,-73.9841274,40.7592686,-73.9805817,40.6681038,130,"yellow"
"Times Sq/Theatre District","Roosevelt Island",16,-73.9841274,40.7592686,-73.9499426,40.7621302,130,"yellow"
"Times Sq/Theatre District","South Ozone Park",14,-73.9841274,40.7592686,-73.8124984,40.6764003,130,"yellow"
"Times Sq/Theatre District","Steinway",18,-73.9841274,40.7592686,-73.9124667,40.7669996,130,"yellow"
"Times Sq/Theatre District","Stuyvesant Heights",4,-73.9841274,40.7592686,-73.9880663,40.7299553,130,"yellow"
"Times Sq/Theatre District","Union Sq",2,-73.9841274,40.7592686,-73.9910835,40.7358633,130,"yellow"
"Times Sq/Theatre District","Washington Heights North",6,-73.9841274,40.7592686,-73.9393554,40.8417082,130,"yellow"
"TriBeCa/Civic Center","TriBeCa/Civic Center",10,-74.0472172,40.7410774,-74.0472172,40.7410774,130,"yellow"
"UN/Turtle Bay South","Astoria",0,-73.9694292,40.7507161,-73.9234619,40.7643574,130,"yellow"
"UN/Turtle Bay South","Astoria",20,-73.9694292,40.7507161,-73.9234619,40.7643574,130,"yellow"
"UN/Turtle Bay South","Battery Park",8,-73.9694292,40.7507161,-74.0170279,40.7032775,130,"yellow"
"UN/Turtle Bay South","Bloomingdale",16,-73.9694292,40.7507161,-73.9697795,40.7988958,130,"yellow"
"UN/Turtle Bay South","Bloomingdale",18,-73.9694292,40.7507161,-73.9697795,40.7988958,130,"yellow"
"UN/Turtle Bay South","East Chelsea",8,-73.9694292,40.7507161,-74.0013737,40.7465004,130,"yellow"
"UN/Turtle Bay South","East Village",0,-73.9694292,40.7507161,-73.9815337,40.7264773,130,"yellow"
"UN/Turtle Bay South","Flatiron",22,-73.9694292,40.7507161,-73.9896986,40.7410605,130,"yellow"
"UN/Turtle Bay South","Garment District",2,-73.9694292,40.7507161,-73.9916342,40.7547072,130,"yellow"
"UN/Turtle Bay South","Greenwich Village North",16,-73.9694292,40.7507161,-74.0027418,40.7335719,130,"yellow"
"UN/Turtle Bay South","Midtown Center",0,-73.9694292,40.7507161,-73.9784137,40.7553676,130,"yellow"
"UN/Turtle Bay South","SoHo",22,-73.9694292,40.7507161,-74.0029883,40.723301,130,"yellow"
"Union Sq","Battery Park",10,-73.9910835,40.7358633,-74.0170279,40.7032775,130,"yellow"
"Union Sq","Battery Park",20,-73.9910835,40.7358633,-74.0170279,40.7032775,130,"yellow"
"Union Sq","Battery Park City",6,-73.9910835,40.7358633,-74.0160576,40.7122172,130,"yellow"
"Union Sq","Boerum Hill",20,-73.9910835,40.7358633,-73.9844722,40.6848689,130,"yellow"
"Union Sq","Bushwick North",0,-73.9910835,40.7358633,-73.9212858,40.6944282,130,"yellow"
"Union Sq","Clinton East",4,-73.9910835,40.7358633,-73.9918181,40.7637581,130,"yellow"
"Union Sq","Clinton Hill",20,-73.9910835,40.7358633,-73.9639021,40.6893665,130,"yellow"
"Union Sq","Downtown Brooklyn/MetroTech",0,-73.9910835,40.7358633,-73.9861433,40.6942409,130,"yellow"
"Union Sq","Lincoln Square East",8,-73.9910835,40.7358633,-73.9844722,40.773828,130,"yellow"
"Union Sq","SoHo",2,-73.9910835,40.7358633,-74.0029883,40.723301,130,"yellow"
"Union Sq","Sutton Place/Turtle Bay North",0,-73.9910835,40.7358633,-73.9601669,40.7580204,130,"yellow"
"Union Sq","UN/Turtle Bay South",2,-73.9910835,40.7358633,-73.9694292,40.7507161,130,"yellow"
"Union Sq","UN/Turtle Bay South",6,-73.9910835,40.7358633,-73.9694292,40.7507161,130,"yellow"
"Union Sq","World Trade Center",22,-73.9910835,40.7358633,-74.0131196,40.7118011,130,"yellow"
"Union Sq","Yorkville East",6,-73.9910835,40.7358633,-73.9492079,40.7762231,130,"yellow"
"Upper East Side North","Astoria",10,-73.9565551,40.7735649,-73.9234619,40.7643574,130,"yellow"
"Upper East Side North","Battery Park City",14,-73.9565551,40.7735649,-74.0160576,40.7122172,130,"yellow"
"Upper East Side North","Chinatown",10,-73.9565551,40.7735649,-73.9970307,40.7157509,130,"yellow"
"Upper East Side North","Chinatown",14,-73.9565551,40.7735649,-73.9970307,40.7157509,130,"yellow"
"Upper East Side North","Greenwich Village North",8,-73.9565551,40.7735649,-74.0027418,40.7335719,130,"yellow"
"Upper East Side North","Greenwich Village North",12,-73.9565551,40.7735649,-74.0027418,40.7335719,130,"yellow"
"Upper East Side North","JFK Airport",20,-73.9565551,40.7735649,-73.7781391,40.6413111,130,"yellow"
"Upper East Side North","Kips Bay",4,-73.9565551,40.7735649,-73.9800645,40.7423292,130,"yellow"
"Upper East Side North","Washington Heights North",22,-73.9565551,40.7735649,-73.9393554,40.8417082,130,"yellow"
"Upper East Side North","West Village",0,-73.9565551,40.7735649,-74.0035709,40.735781,130,"yellow"
"Upper West Side North","Hudson Sq",20,-73.9753676,40.7870106,-74.0074731,40.7265834,130,"yellow"
"Upper West Side North","Inwood",0,-73.9753676,40.7870106,-73.9212019,40.8677145,130,"yellow"
"Upper West Side North","Little Italy/NoLiTa",14,-73.9753676,40.7870106,-73.9954909,40.7228971,130,"yellow"
"Upper West Side North","Manhattanville",2,-73.9753676,40.7870106,-73.9558333,40.8169443,130,"yellow"
"Upper West Side North","Penn Station/Madison Sq West",0,-73.9753676,40.7870106,-73.9880662,40.7433858,130,"yellow"
"Upper West Side North","SoHo",8,-73.9753676,40.7870106,-74.0029883,40.723301,130,"yellow"
"Upper West Side North","SoHo",18,-73.9753676,40.7870106,-74.0029883,40.723301,130,"yellow"
"Upper West Side North","SoHo",22,-73.9753676,40.7870106,-74.0029883,40.723301,130,"yellow"
"Upper West Side North","Stuyvesant Heights",0,-73.9753676,40.7870106,-73.9880663,40.7299553,130,"yellow"
"Upper West Side North","Stuyvesant Heights",14,-73.9753676,40.7870106,-73.9880663,40.7299553,130,"yellow"
"Upper West Side North","Washington Heights North",2,-73.9753676,40.7870106,-73.9393554,40.8417082,130,"yellow"
"Upper West Side North","West Village",14,-73.9753676,40.7870106,-74.0035709,40.735781,130,"yellow"
"Washington Heights North","Washington Heights North",12,-73.9393554,40.8417082,-73.9393554,40.8417082,130,"yellow"
"West Chelsea/Hudson Yards","Battery Park City",10,-74.0107647,40.7293087,-74.0160576,40.7122172,130,"yellow"
"West Chelsea/Hudson Yards","Battery Park City",18,-74.0107647,40.7293087,-74.0160576,40.7122172,130,"yellow"
"West Chelsea/Hudson Yards","Garment District",14,-74.0107647,40.7293087,-73.9916342,40.7547072,130,"yellow"
"West Chelsea/Hudson Yards","Garment District",18,-74.0107647,40.7293087,-73.9916342,40.7547072,130,"yellow"
"West Chelsea/Hudson Yards","Meatpacking/West Village West",10,-74.0107647,40.7293087,-74.0085128,40.7406973,130,"yellow"
"West Chelsea/Hudson Yards","Meatpacking/West Village West",20,-74.0107647,40.7293087,-74.0085128,40.7406973,130,"yellow"
"West Chelsea/Hudson Yards","Penn Station/Madison Sq West",10,-74.0107647,40.7293087,-73.9880662,40.7433858,130,"yellow"
"West Chelsea/Hudson Yards","SoHo",8,-74.0107647,40.7293087,-74.0029883,40.723301,130,"yellow"
"West Chelsea/Hudson Yards","SoHo",18,-74.0107647,40.7293087,-74.0029883,40.723301,130,"yellow"
"West Chelsea/Hudson Yards","West Village",18,-74.0107647,40.7293087,-74.0035709,40.735781,130,"yellow"
"West Village","Bushwick North",4,-74.0035709,40.735781,-73.9212858,40.6944282,130,"yellow"
"West Village","Chinatown",14,-74.0035709,40.735781,-73.9970307,40.7157509,130,"yellow"
"West Village","East Elmhurst",4,-74.0035709,40.735781,-73.8713099,40.7737505,130,"yellow"
"West Village","East Elmhurst",6,-74.0035709,40.735781,-73.8713099,40.7737505,130,"yellow"
"West Village","East Elmhurst",8,-74.0035709,40.735781,-73.8713099,40.7737505,130,"yellow"
"West Village","Financial District North",10,-74.0035709,40.735781,-74.0112764,40.7074909,130,"yellow"
"West Village","Flatiron",2,-74.0035709,40.735781,-73.9896986,40.7410605,130,"yellow"
"West Village","Lenox Hill East",2,-74.0035709,40.735781,-73.9602312,40.7662315,130,"yellow"
"West Village","Lenox Hill East",12,-74.0035709,40.735781,-73.9602312,40.7662315,130,"yellow"
"West Village","Lenox Hill East",18,-74.0035709,40.735781,-73.9602312,40.7662315,130,"yellow"
"West Village","Little Italy/NoLiTa",4,-74.0035709,40.735781,-73.9954909,40.7228971,130,"yellow"
"West Village","Morningside Heights",2,-74.0035709,40.735781,-73.9624327,40.8089564,130,"yellow"
"West Village","Seaport",2,-74.0035709,40.735781,-74.006884,40.711197,130,"yellow"
"West Village","West Chelsea/Hudson Yards",20,-74.0035709,40.735781,-74.0107647,40.7293087,130,"yellow"
"West Village","West Village",4,-74.0035709,40.735781,-74.0035709,40.735781,130,"yellow"
"West Village","World Trade Center",2,-74.0035709,40.735781,-74.0131196,40.7118011,130,"yellow"
"West Village","World Trade Center",4,-74.0035709,40.735781,-74.0131196,40.7118011,130,"yellow"
"West Village","Yorkville East",18,-74.0035709,40.735781,-73.9492079,40.7762231,130,"yellow"
"Williamsburg (South Side)","East Williamsburg",2,-73.9517335,40.7079936,-73.9330429,40.7158762,130,"yellow"
"Williamsburg (South Side)","Greenpoint",20,-73.9517335,40.7079936,-73.9418603,40.7245448,130,"yellow"
"World Trade Center","Battery Park City",8,-74.0131196,40.7118011,-74.0160576,40.7122172,130,"yellow"
"World Trade Center","Financial District North",16,-74.0131196,40.7118011,-74.0112764,40.7074909,130,"yellow"
"World Trade Center","Lincoln Square East",22,-74.0131196,40.7118011,-73.9844722,40.773828,130,"yellow"
"World Trade Center","Midtown Center",22,-74.0131196,40.7118011,-73.9784137,40.7553676,130,"yellow"
"World Trade Center","Midtown East",18,-74.0131196,40.7118011,-73.9668408,40.7540369,130,"yellow"
"World Trade Center","Stuyvesant Heights",16,-74.0131196,40.7118011,-73.9880663,40.7299553,130,"yellow"
"World Trade Center","Upper East Side North",20,-74.0131196,40.7118011,-73.9565551,40.7735649,130,"yellow"
"World Trade Center","West Chelsea/Hudson Yards",10,-74.0131196,40.7118011,-74.0107647,40.7293087,130,"yellow"
"World Trade Center","World Trade Center",6,-74.0131196,40.7118011,-74.0131196,40.7118011,130,"yellow"
"World Trade Center","Yorkville East",22,-74.0131196,40.7118011,-73.9492079,40.7762231,130,"yellow"
"Yorkville East","Battery Park",10,-73.9492079,40.7762231,-74.0170279,40.7032775,130,"yellow"
"Yorkville East","Breezy Point/Fort Tilden/Riis Beach",8,-73.9492079,40.7762231,-74.0059413,40.7127837,130,"yellow"
"Yorkville East","Chinatown",12,-73.9492079,40.7762231,-73.9970307,40.7157509,130,"yellow"
"Yorkville East","East Village",0,-73.9492079,40.7762231,-73.9815337,40.7264773,130,"yellow"
"Yorkville East","Highbridge Park",20,-73.9492079,40.7762231,-73.9332427,40.8433959,130,"yellow"
"Yorkville East","Highbridge Park",22,-73.9492079,40.7762231,-73.9332427,40.8433959,130,"yellow"
"Yorkville East","Hudson Sq",10,-73.9492079,40.7762231,-74.0074731,40.7265834,130,"yellow"
"Yorkville East","Long Island City/Queens Plaza",8,-73.9492079,40.7762231,-73.9373702,40.7487173,130,"yellow"
"Yorkville East","Lower East Side",16,-73.9492079,40.7762231,-73.9842724,40.715033,130,"yellow"
"Yorkville East","Midtown North",22,-73.9492079,40.7762231,-73.9840195,40.7549309,130,"yellow"
"Yorkville East","Steinway",18,-73.9492079,40.7762231,-73.9124667,40.7669996,130,"yellow"
"Yorkville East","Sunnyside",0,-73.9492079,40.7762231,-73.9196324,40.7432759,130,"yellow"
"Yorkville East","Washington Heights North",14,-73.9492079,40.7762231,-73.9393554,40.8417082,130,"yellow"
"Alphabet City","Chinatown",10,-73.9785952,40.7260601,-73.9970307,40.7157509,120,"yellow"
"Alphabet City","Garment District",6,-73.9785952,40.7260601,-73.9916342,40.7547072,120,"yellow"
"Alphabet City","Garment District",10,-73.9785952,40.7260601,-73.9916342,40.7547072,120,"yellow"
"Alphabet City","Greenwich Village North",20,-73.9785952,40.7260601,-74.0027418,40.7335719,120,"yellow"
"Alphabet City","Kips Bay",22,-73.9785952,40.7260601,-73.9800645,40.7423292,120,"yellow"
"Alphabet City","Little Italy/NoLiTa",16,-73.9785952,40.7260601,-73.9954909,40.7228971,120,"yellow"
"Alphabet City","Lower East Side",14,-73.9785952,40.7260601,-73.9842724,40.715033,120,"yellow"
"Alphabet City","Murray Hill",8,-73.9785952,40.7260601,-73.9756567,40.7478792,120,"yellow"
"Alphabet City","Murray Hill",18,-73.9785952,40.7260601,-73.9756567,40.7478792,120,"yellow"
"Alphabet City","Murray Hill",20,-73.9785952,40.7260601,-73.9756567,40.7478792,120,"yellow"
"Alphabet City","SoHo",10,-73.9785952,40.7260601,-74.0029883,40.723301,120,"yellow"
"Alphabet City","South Williamsburg",22,-73.9785952,40.7260601,-73.9570696,40.7081156,120,"yellow"
"Alphabet City","Stuy Town/Peter Cooper Village",22,-73.9785952,40.7260601,-73.9778494,40.7316903,120,"yellow"
"Alphabet City","Stuyvesant Heights",8,-73.9785952,40.7260601,-73.9880663,40.7299553,120,"yellow"
"Alphabet City","Stuyvesant Heights",14,-73.9785952,40.7260601,-73.9880663,40.7299553,120,"yellow"
"Alphabet City","Union Sq",2,-73.9785952,40.7260601,-73.9910835,40.7358633,120,"yellow"
"Alphabet City","Union Sq",16,-73.9785952,40.7260601,-73.9910835,40.7358633,120,"yellow"
"Astoria","Long Island City/Queens Plaza",22,-73.9234619,40.7643574,-73.9373702,40.7487173,120,"yellow"
"Astoria","Murray Hill",6,-73.9234619,40.7643574,-73.9756567,40.7478792,120,"yellow"
"Astoria","Saint Michaels Cemetery/Woodside",2,-73.9234619,40.7643574,-73.9036487,40.7512123,120,"yellow"
"Battery Park","Battery Park City",6,-74.0170279,40.7032775,-74.0160576,40.7122172,120,"yellow"
"Battery Park","Chinatown",20,-74.0170279,40.7032775,-73.9970307,40.7157509,120,"yellow"
"Battery Park","East Chelsea",20,-74.0170279,40.7032775,-74.0013737,40.7465004,120,"yellow"
"Battery Park","East Village",12,-74.0170279,40.7032775,-73.9815337,40.7264773,120,"yellow"
"Battery Park","Financial District North",14,-74.0170279,40.7032775,-74.0112764,40.7074909,120,"yellow"
